timestamp,source_ip,destination_ip,destination_port,protocol,service,username,event_type,event_status,domain,command,bytes_sent,bytes_received,severity
2026-07-14T10:00:00,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,google.com,,120,300,LOW
2026-07-14T10:00:02,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,microsoft.com,,121,301,LOW
2026-07-14T10:00:04,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,github.com,,122,302,LOW
2026-07-14T10:00:06,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,cloudflare.com,,123,303,LOW
2026-07-14T10:00:08,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,office.com,,124,304,LOW
2026-07-14T10:00:10,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,google.com,,125,305,LOW
2026-07-14T10:00:12,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,microsoft.com,,126,306,LOW
2026-07-14T10:00:14,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,github.com,,127,307,LOW
2026-07-14T10:00:16,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,cloudflare.com,,128,308,LOW
2026-07-14T10:00:18,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,office.com,,129,309,LOW
2026-07-14T10:00:20,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,google.com,,130,310,LOW
2026-07-14T10:00:22,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,microsoft.com,,131,311,LOW
2026-07-14T10:00:24,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,github.com,,132,312,LOW
2026-07-14T10:00:26,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,cloudflare.com,,133,313,LOW
2026-07-14T10:00:28,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,office.com,,134,314,LOW
2026-07-14T10:00:30,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,google.com,,135,315,LOW
2026-07-14T10:00:32,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,microsoft.com,,136,316,LOW
2026-07-14T10:00:34,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,github.com,,137,317,LOW
2026-07-14T10:00:36,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,cloudflare.com,,138,318,LOW
2026-07-14T10:00:38,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,office.com,,139,319,LOW
2026-07-14T10:00:40,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,google.com,,140,320,LOW
2026-07-14T10:00:42,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,microsoft.com,,141,321,LOW
2026-07-14T10:00:44,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,github.com,,142,322,LOW
2026-07-14T10:00:46,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,cloudflare.com,,143,323,LOW
2026-07-14T10:00:48,198.51.100.10,8.8.8.8,53,UDP,DNS,ws01,DNS_QUERY,SUCCESS,office.com,,144,324,LOW
2026-07-14T10:01:00,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d40.data-transfer.example,,150,350,LOW
2026-07-14T10:01:02,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d41.data-transfer.example,,150,350,LOW
2026-07-14T10:01:04,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d42.data-transfer.example,,150,350,LOW
2026-07-14T10:01:06,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d43.data-transfer.example,,150,350,LOW
2026-07-14T10:01:08,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d44.data-transfer.example,,150,350,LOW
2026-07-14T10:01:10,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d45.data-transfer.example,,150,350,LOW
2026-07-14T10:01:12,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d46.data-transfer.example,,150,350,LOW
2026-07-14T10:01:14,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d47.data-transfer.example,,150,350,LOW
2026-07-14T10:01:16,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d48.data-transfer.example,,150,350,LOW
2026-07-14T10:01:18,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_QUERY,SUCCESS,a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d4a1b2c3d49.data-transfer.example,,150,350,LOW
2026-07-14T10:01:30,198.51.100.200,8.8.8.8,53,UDP,DNS,ws02,DNS_TUNNELING,ALLOWED,chunk0.abababababababababababababababababababababababababababababab.data-transfer.example,,180,400,CRITICAL
